Location,Description,Bedrooms,Bathrooms,Living Rooms,Kitchen,Price,Water,Electricity,Garden,Pool
"Lavington, Nairobi, Kenya","This 3 Bedroom apartment with a DSQ will boast of spacious ,nicely done finishes for both walls and floors, in an area with adequate security and reliable water supply.
Features like;
>Swimming pool
>Backup generator
>High speed lifts
>Backup generator
>Ample parking
>Boreholeread more",3,3,1,?,"ksh 22,000,000",✅,✅,NO Garden,✅ Swimming Pool
"Peponi Road, Westlands, Nairobi","A flat 0.915 acre development plot for sale off Peponi Road, near General Mathenge – perfect for a residential high rise development.

This plot is located in a very quiet and secure cul-de-sac, just two minutes drive from the Westlands CBD and major shopping and entertainment amenities in the Westlands area.

The plot currently has a standalone house. It is a highly coveted, prime location and is suitable for a high rise redevelopment project.

Nearby developments in...read more",4,4,1,?,"ksh 340,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Embakasi, Nairobi, Kenya","Live, dine and entertain in this exquisitely designed and fully-furnished 7 bedroomed Ambassadorial, all en-suite offering you luxury at its finest in Embakasi. Sitting on ¼ Acres of land, highlight features include two executive sitting rooms, a spacious lounge, a fully-fitted open plan kitchen with pantry opening to the laundry yard, spacious dining area, a TV room, and a study room among others. Other features include an outside kitchen with a lounge, well-manicured garde...read more",7,9,1,?,"ksh 90,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kyuna, Nairobi, Kenya","4 bedroom stand-alone house sits on 0.5 Acre Plot. The property is located in the sought after estate of Kyuna estate. It has the following features;

– Traditional house with updated features
– Sunken Lounge area
– Dining area
– Master en suite
– Multi-level garden with most part being fairly flat.
– This Property is Ideal for redevelopment

Sale price: 85 Millionread more",4,4,1,?,"ksh 85,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Parklands, Nairobi, Kenya","A vintage, yet classy 3-bedroom master en-suite bungalow is available for sale along Mtama lane in Parklands. The unit is one of 8 similar structurally sound, well-maintained units developed within a gated community back in 1975.

The owners had it as their family home up until recently when they relocated but have continually maintained the house to ensure that it retains its beauty and functionality. Upon purchase, there is room and the freedom to customize the interiors ...read more",3,2,1,?,"ksh 29,500,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","A fully fitted and partitioned 1487 sqft office in a commercial office block in the heart of Westlands, one of the most affluent areas and rapidly developing business hub of Nairobi. This is a premier choice for a business seeking a move to help strengthen their identity in today’s world.

The location of this office offers exceptional convenience including a variety of restaurants, shopping malls, retail outlets, petrol stations and posh residential areas.

Two high-sp...read more",0,1,0,?,"ksh 21,980,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Peponi Road, Westlands, Nairobi","Architecturally designed with style giving you a sense of tranquil and peaceful setting, this house is truly a masterpiece.
From its marble flooring to its double ceiling heights.

Ground Floor:

Sunken living room
Full length sliding glass doors opening up giving you a sense of an indoor outdoor vibe.
From your living room overlooking your own private pool.
Well maintained garden.
Fully equipped spacious kitchen with an island
Separate pantry
Clock room
Guest bed...read more",4,4,1,?,"ksh 85,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Westlands, Nairobi, Kenya","3 bedroom spacious apartment for sale in the quiet, leafy suburbs of General Mathenge Lane in a lovely open compound with greenery maintained within.

Features:

Top floor unit with a lot of natural light coming in.
A grilled door at the entrance leading to the block.
Grilled access to the apartment’s main entrance.
Spacious open living/dining areas.
Large kitchen with lots of cabinet space and an adjacent pantry.
Spacious utility with a provision for a washing mac...read more",3,3,1,?,"ksh 19,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","Luxury is easily defined by a very rich, pleasant and comfortable surrounding which make your daily living as simple as possible. So, it’s safe to say we have a 4 Bedroom luxurious apartment available in One West Park Westlands. Have the following features;

-Well-lit lounge with access to the balcony with great views
-Dining area
-Open plan fitted kitchen
-Spacious rooms with inbuilt cupboards and modern bathrooms
– Master En suite Bedroom

Extra Amenities includ...read more",4,4,1,?,"ksh 30,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Lavington, Nairobi, Kenya","Lovely 3 Bedroom Apartment, Lavington
The above apartment is located next to St Mary’s school
Its a 3 bedroom with an sq 2 bedroom is ensuite
With Children play area
Swimming pool
Very spacious
Secure parking
Has a bathtub
Built-in Wardrobesread more",3,2,1,?,"ksh 19,000,000",✅,✅,NO Garden,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","Awe-inspiring 24No. 2 bedroom apartments master en suite, located in a prime, secure and convenient location. It's built on 0.5 acres with a 99 year lease starting from 1999.

Additional Amenities:

2 Parking slots per unit
Perimeter wall with electric fence
2,000 litres water reserve
One access gate.
Kshs. 285 Millionread more",2,2,1,?,"ksh 285,000,000",✅,✅,NO Garden,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","Contemporary tower offering studio, one bedroom and 2 bedroom Apartments for Sale in Kileleshwa . Has the following features;
– Indulgent living room spaces providing the perfect fusion of space and Lighting
– Open Plan Kitchen with high quality counter top and trendy cabinetry
– Ample bedroom spaces with large inbuilt wardrobe. The bedroom comes en suite with the state of the art bathroom fixtures and vanities and anti- slip tiles

Extra Amenities
– Backup gene...read more",2,2,1,?,"ksh 17,400,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Riverside Drive, Nairobi, Kenya","JUST COMPLETED!!!
Are you looking for a property that is different? With all the ongoing projects in Nairobi. We gladly present a new development off Riverside Drive for Sale/ let. Has the following features;
– It’s a development that consists of 66 units all 3 and 4 bedroom duplex units both with servant quarter
– The 3 bedroom measures 3100 sqft and 4 bedroom Measures 3400 sqft
– Double Ceiling living room with all wooden flooring
– Modern Kitchen with fitted...read more",3,3,1,?,"ksh 48,500,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Westlands, Nairobi, Kenya","This development is designed for those who demand nothing but perfection, quality and. superior lifestyle. The development consists of 3 – 5 bedroom apartment, ranging in size from over 4200 Sqft- 9,000 Sqft located in Westlands off General Mathenge Drive. Has following features;

– Unique Architectural composition has been carefully crafted to create impressive views from every aspect of the building.

– Expansive living room area

-Open plan Island Kitchen. The ...read more",3,3,1,?,"ksh 72,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
Fair acres road,"This spacious, modern and perfectly finished 10 bedroom home on 0.5 acres is conveniently located right on Fair Acres Road in close proximity to many amenities such as Petrol stations, The Hub shopping centre, Galleria, Karen Hospital and many international schools.

Ground floor
- 2 Formal entrances which each lead to its own open plan dining / living room and kitchen, both with Island tables.
- The sitting rooms open out to the backyard which makes this home perfect for...read more",10,11,2,?,"ksh 140,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","3 Bedroom Apartment Plus DSQ, Kileleshwa
The lovely 3 bedroom apartment plus SQ is located at Kileleshwa
Features;
Very spacious
Built in wadrobes
Ample parking
Very secure
En suite
Has modern fittingread more",3,3,1,?,"ksh 16,500,000",✅,✅,NO Garden,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","This magnificent 4br town house sitting on half acre are only nine in a serene, secure compound

Features:
-4br, 3 ensuite.
-Large lounge and separate dinning area
-Spacious kitchen with lots of storage space.
-Visitors cloakroom
-Guest bedroom
-Family room upstairs
-Washing area
-Large backyard
-Self contained Dsq
-Ample water supply and storage
-Two parkings

read more",4,3,1,?,"ksh 59,500,000",✅,✅,NO Garden,NO Swimming Pool
"Kileleshwa, Nairobi, Kenya","This cozy three-bedroom apartment along Gatundu Crescent off Siaya road in Kileleshwa is available for sale on the second floor. The apartment block has 8 floors, its construction was completed in late 2019 and handed over the same year.

It has floor to ceiling windows in all the rooms that let in sufficient natural light and is in a developed neighborhood therefore no new high rise is set to come up in the foreseeable future. The developers ensured that the two blocks wer...read more",3,3,1,?,"ksh 22,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
"Westlands, Nairobi, Kenya","This development is designed for those who demand nothing but perfection, quality and. superior lifestyle. The development consists of 3 – 5 bedroom apartment, ranging in size from over 4200 Sqft- 9,000 Sqft located in Westlands off General Mathenge Drive. Has following features;

– Unique Architectural composition has been carefully crafted to create impressive views from every aspect of the building.

– Expansive living room area

-Open plan Island Kitchen. The ...read more",4,4,1,?,"ksh 77,000,000",✅,✅,✅ A Garden ,✅ Swimming Pool
"Kileleshwa, Nairobi, Kenya","This exquisite 2-bedroom apartment, located in the tranquil part of Kileleshwa. It is available for sale and has the following features;
– spacious open living room with ceramic tiled floors and contemporary lighting fixtures.
– modern kitchen fitted with stainless steel functional kitchen appliances, complete with a pantry.
– Well ventilated utility area
– All bedrooms are en-suite with inbuilt wardrobe spaces
Extra Amenities.
– Each of the rooms has a privat...read more",2,2,1,?,"ksh 17,000,000",✅,✅,✅ A Garden ,NO Swimming Pool
